2theta,Intensity 
60.223978,60
60.244243,55
60.264508,47
60.284773,50
60.305039,62
60.325304,63
60.345569,58
60.365834,43
60.386099,55
60.406364,52
60.426629,58
60.446894,65
60.467159,68
60.487424,54
60.507689,44
60.527955,45
60.54822,59
60.568485,54
60.58875,69
60.609015,63
60.62928,63
60.649545,61
60.66981,54
60.690075,60
60.71034,70
60.730605,63
60.750871,55
60.771136,62
60.791401,61
60.811666,53
60.831931,56
60.852196,64
60.872461,51
60.892726,61
60.912991,49
60.933256,58
60.953521,63
60.973787,72
60.994052,57
61.014317,54
61.034582,62
61.054847,51
61.075112,67
61.095377,59
61.115642,61
61.135907,62
61.156172,50
61.176437,64
61.196702,61
61.216968,62
61.237233,74
61.257498,74
61.277763,57
61.298028,58
61.318293,59
61.338558,59
61.358823,65
61.379088,76
61.399353,75
61.419618,58
61.439884,67
61.460149,72
61.480414,63
61.500679,63
61.520944,73
61.541209,68
61.561474,62
61.581739,87
61.602004,68
61.622269,66
61.642534,70
61.6628,83
61.683065,81
61.70333,73
61.723595,74
61.74386,80
61.764125,88
61.78439,66
61.804655,73
61.82492,66
61.845185,74
61.86545,72
61.885715,90
61.905981,89
61.926246,89
61.946511,80
61.966776,84
61.987041,109
62.007306,102
62.027571,91
62.047836,106
62.068101,102
62.088366,117
62.108631,123
62.128897,141
62.149162,143
62.169427,172
62.189692,163
62.209957,141
62.230222,175
62.250487,179
62.270752,179
62.291017,194
62.311282,237
62.331547,271
62.351813,323
62.372078,330
62.392343,374
62.412608,417
62.432873,516
62.453138,535
62.473403,723
62.493668,838
62.513933,960
62.534198,1085
62.554463,1097
62.574729,1092
62.594994,1067
62.615259,864
62.635524,793
62.655789,759
62.676054,736
62.696319,745
62.716584,735
62.736849,681
62.757114,663
62.777379,556
62.797644,453
62.81791,398
62.838175,311
62.85844,275
62.878705,252
62.89897,226
62.919235,225
62.9395,186
62.959765,189
62.98003,156
63.000295,150
63.02056,156
63.040826,125
63.061091,116
63.081356,108
63.101621,108
63.121886,102
63.142151,121
63.162416,111
63.182681,92
63.202946,119
63.223211,111
63.243476,94
63.263742,86
63.284007,103
63.304272,90
63.324537,97
63.344802,93
63.365067,102
63.385332,83
63.405597,91
63.425862,106
63.446127,99
63.466392,100
63.486658,118
63.506923,103
63.527188,111
63.547453,112
63.567718,94
63.587983,100
63.608248,104
63.628513,99
63.648778,127
63.669043,123
63.689308,154
63.709573,124
63.729839,137
63.750104,144
63.770369,155
63.790634,169
63.810899,190
63.831164,205
63.851429,184
63.871694,187
63.891959,241
63.912224,258
63.932489,284
63.952755,334
63.97302,420
63.993285,487
64.01355,527
64.033815,666
64.05408,786
64.074345,914
64.09461,1068
64.114875,1158
64.13514,1127
64.155405,1081
64.175671,961
64.195936,823
64.216201,811
64.236466,752
64.256731,776
64.276996,740
64.297261,734
64.317526,685
64.337791,664
64.358056,547
64.378321,444
64.398586,352
64.418852,295
64.439117,260
64.459382,231
64.479647,186
64.499912,160
64.520177,154
64.540442,164
64.560707,138
64.580972,130
64.601237,111
64.621502,109
64.641768,125
64.662033,120
64.682298,109
64.702563,100
64.722828,86
64.743093,91
64.763358,96
64.783623,88
64.803888,91
64.824153,62
64.844418,75
64.864684,68
64.884949,81
64.905214,83
64.925479,82
64.945744,82
64.966009,73
64.986274,58
65.006539,64
65.026804,69
65.047069,64
65.067334,70
65.0876,58
65.107865,62
65.12813,67
65.148395,64
65.16866,61
65.188925,65
65.20919,54
65.229455,55
65.24972,49
65.269985,72
65.29025,60
65.310515,56
65.330781,49
65.351046,68
65.371311,61
65.391576,62
65.411841,60
65.432106,50
65.452371,64
65.472636,58
65.492901,60
65.513166,67
65.533431,51
65.553697,49
65.573962,47
65.594227,56
65.614492,50
65.634757,60
65.655022,51
65.675287,52
65.695552,59
65.715817,49
65.736082,58
65.756347,50
65.776613,53
65.796878,58
65.817143,56
65.837408,64
65.857673,57
65.877938,62
65.898203,56
65.918468,54
65.938733,59
65.958998,58
65.979263,58
65.999529,57
66.019794,50
66.040059,76
66.060324,47
66.080589,55
66.100854,54
66.121119,72
66.141384,57
66.161649,70
66.181914,46
66.202179,64
66.222444,64
66.24271,61
66.262975,67
66.28324,53
66.303505,60
66.32377,46
66.344035,44
66.3643,59
66.384565,54
66.40483,41
66.425095,49
66.44536,52
66.465626,42
66.485891,61
66.506156,49
66.526421,47
66.546686,45
66.566951,46
66.587216,57
66.607481,56
66.627746,40
66.648011,51
66.668276,46
66.688542,51
66.708807,45
66.729072,51
66.749337,43
66.769602,55
66.789867,42
66.810132,50
66.830397,56
66.850662,47
66.870927,49
66.891192,59
66.911457,57
66.931723,62
66.951988,45
66.972253,56
66.992518,37
67.012783,47
67.033048,41
67.053313,55
67.073578,48
67.093843,53
67.114108,46
67.134373,44
67.154639,46
67.174904,49
67.195169,47
67.215434,47
67.235699,57
67.255964,42
67.276229,38
67.296494,58
67.316759,47
67.337024,64
67.357289,58
67.377555,45
67.39782,46
67.418085,45
67.43835,49
67.458615,43
67.47888,42
67.499145,43
67.51941,49
67.539675,40
67.55994,50
67.580205,41
67.600471,42
67.620736,44
67.641001,35
67.661266,43
67.681531,40
67.701796,47
67.722061,45
67.742326,46
67.762591,53
67.782856,60
67.803121,50
67.823386,50
67.843652,35
67.863917,44
67.884182,38
67.904447,45
67.924712,50
67.944977,54
67.965242,39
67.985507,50
68.005772,50
68.026037,48
68.046302,47
68.066568,62
68.086833,50
68.107098,36
68.127363,49
68.147628,36
68.167893,46
68.188158,42
68.208423,31
68.228688,51
68.248953,33
68.269218,45
68.289484,55
68.309749,35
68.330014,44
68.350279,40
68.370544,45
68.390809,48
68.411074,43
68.431339,48
68.451604,38
68.471869,45
68.492134,32
68.5124,39
68.532665,53
68.55293,47
68.573195,52
68.59346,47
68.613725,33
68.63399,38
68.654255,46
68.67452,49
68.694785,49
68.71505,38
68.735315,29
68.755581,32
68.775846,56
68.796111,35
68.816376,35
68.836641,45
68.856906,52
68.877171,43
68.897436,55
68.917701,33
68.937966,30
68.958231,39
68.978497,45
68.998762,48
69.019027,42
69.039292,44
69.059557,45
69.079822,46
69.100087,53
69.120352,39
69.140617,35
69.160882,43
69.181147,40
69.201413,49
69.221678,53
69.241943,43
69.262208,53
69.282473,56
69.302738,48
69.323003,48
69.343268,50
69.363533,52
69.383798,60
69.404063,57
69.424328,49
69.444594,48
69.464859,63
69.485124,64
69.505389,63
69.525654,61
69.545919,78
69.566184,65
69.586449,87
69.606714,99
69.626979,113
69.647244,120
69.66751,114
69.687775,132
69.70804,135
69.728305,123
69.74857,107
69.768835,102
69.7891,93
69.809365,83
69.82963,101
69.849895,91
69.87016,92
69.890426,101
69.910691,108
69.930956,78
69.951221,84
69.971486,83
69.991751,55
70.012016,66
70.032281,60
70.052546,61
70.072811,57
70.093076,63
70.113342,54
70.133607,52
70.153872,49
70.174137,52
70.194402,37
70.214667,45
70.234932,46
70.255197,35
70.275462,48
70.295727,43
70.315992,55
70.336257,48
70.356523,45
70.376788,51
70.397053,55
70.417318,40
70.437583,56
70.457848,47
70.478113,41
70.498378,43
70.518643,42
70.538908,40
70.559173,43
70.579439,56
70.599704,49
70.619969,44
70.640234,47
70.660499,38
70.680764,45
70.701029,47
70.721294,37
70.741559,41
70.761824,37
70.782089,33
70.802355,44
70.82262,52
70.842885,46
70.86315,37
70.883415,42
70.90368,40
70.923945,39
70.94421,54
70.964475,44
70.98474,47
71.005005,51
71.02527,44
71.045536,59
71.065801,44
71.086066,37
71.106331,46
71.126596,40
71.146861,45
71.167126,48
71.187391,53
71.207656,56
71.227921,41
71.248186,46
71.268452,43
71.288717,38
71.308982,48
71.329247,53
71.349512,53
71.369777,45
71.390042,63
71.410307,43
71.430572,49
71.450837,47
71.471102,59
71.491368,52
71.511633,65
71.531898,58
71.552163,49
71.572428,51
71.592693,70
71.612958,53
71.633223,80
71.653488,82
71.673753,81
71.694018,76
71.714284,68
71.734549,93
71.754814,86
71.775079,99
71.795344,102
71.815609,109
71.835874,132
71.856139,144
71.876404,153
71.896669,211
71.916934,218
71.937199,246
71.957465,295
71.97773,344
71.997995,380
72.01826,377
72.038525,351
72.05879,355
72.079055,345
72.09932,293
72.119585,273
72.13985,252
72.160115,274
72.180381,251
72.200646,262
72.220911,270
72.241176,272
72.261441,231
72.281706,233
72.301971,245
72.322236,217
72.342501,214
72.362766,189
72.383031,155
72.403297,170
72.423562,154
72.443827,132
72.464092,124
72.484357,110
72.504622,120
72.524887,103
72.545152,103
72.565417,111
72.585682,104
72.605947,79
72.626213,89
72.646478,74
72.666743,75
72.687008,62
72.707273,71
72.727538,59
72.747803,47
72.768068,54
72.788333,52
72.808598,59
72.828863,51
72.849128,42
72.869394,59
72.889659,52
72.909924,47
72.930189,44
72.950454,45
72.970719,45
72.990984,52
73.011249,48
73.031514,44
73.051779,58
73.072044,51
73.09231,39
73.112575,48
73.13284,36
73.153105,33
73.17337,38
73.193635,45
73.2139,47
73.234165,43
73.25443,50
73.274695,50
73.29496,43
73.315226,47
73.335491,56
73.355756,43
73.376021,27
73.396286,47
73.416551,54
73.436816,41
73.457081,41
73.477346,50
73.497611,46
73.517876,33
73.538141,40
73.558407,33
73.578672,40
73.598937,49
73.619202,42
73.639467,34
73.659732,42
73.679997,36
73.700262,52
73.720527,53
73.740792,40
73.761057,41
73.781323,47
73.801588,27
73.821853,43
73.842118,38
73.862383,34
73.882648,34
73.902913,47
73.923178,37
73.943443,38
73.963708,47
73.983973,52
74.004239,42
74.024504,40
74.044769,37
74.065034,35
74.085299,31
74.105564,51
74.125829,39
74.146094,42
74.166359,40
74.186624,55
74.206889,40
74.227155,38
74.24742,41
74.267685,41
74.28795,41
74.308215,43
74.32848,47
74.348745,33
74.36901,42
74.389275,37
74.40954,39
74.429805,42
74.45007,42
74.470336,44
74.490601,40
74.510866,46
74.531131,36
74.551396,42
74.571661,51
74.591926,45
74.612191,50
74.632456,30
74.652721,35
74.672986,43
74.693252,42
74.713517,39
74.733782,58
74.754047,48
74.774312,56
74.794577,42
74.814842,48
74.835107,60
74.855372,33
74.875637,54
74.895902,41
74.916168,53
74.936433,61
74.956698,44
74.976963,52
74.997228,55
75.017493,29
75.037758,64
75.058023,47
75.078288,64
75.098553,46
75.118818,55
75.139084,61
75.159349,61
75.179614,55
75.199879,66
75.220144,81
75.240409,83
75.260674,62
75.280939,88
75.301204,90
75.321469,70
75.341734,87
75.361999,107
75.382265,98
75.40253,98
75.422795,144
75.44306,139
75.463325,139
75.48359,163
75.503855,202
75.52412,248
75.544385,233
75.56465,258
75.584915,296
75.605181,266
75.625446,217
75.645711,216
75.665976,203
75.686241,166
75.706506,154
75.726771,176
75.747036,185
75.767301,197
75.787566,193
75.807831,172
75.828097,167
75.848362,144
75.868627,115
75.888892,96
75.909157,88
75.929422,85
75.949687,78
75.969952,73
75.990217,71
76.010482,45
76.030747,69
76.051012,54
76.071278,62
76.091543,61
76.111808,47
76.132073,55
76.152338,54
76.172603,55
76.192868,45
76.213133,41
76.233398,50
76.253663,39
76.273928,36
76.294194,43
76.314459,58
76.334724,49
76.354989,50
76.375254,53
76.395519,53
76.415784,47
76.436049,42
76.456314,37
76.476579,53
76.496844,38
76.51711,46
76.537375,50
76.55764,45
76.577905,46
76.59817,58
76.618435,46
76.6387,47
76.658965,57
76.67923,45
76.699495,52
76.71976,49
76.740026,42
76.760291,37
76.780556,46
76.800821,42
76.821086,40
76.841351,42
76.861616,41
76.881881,50
76.902146,49
76.922411,51
76.942676,42
76.962941,49
76.983207,45
77.003472,42
77.023737,48
77.044002,37
77.064267,43
77.084532,44
77.104797,50
77.125062,47
77.145327,42
77.165592,41
77.185857,49
77.206123,48
77.226388,52
77.246653,26
77.266918,59
77.287183,41
77.307448,43
77.327713,36
77.347978,38
77.368243,49
77.388508,49
77.408773,51
77.429039,60
77.449304,39
77.469569,46
77.489834,42
77.510099,43
77.530364,58
77.550629,54
77.570894,54
77.591159,50
77.611424,55
77.631689,45
77.651955,57
77.67222,61
77.692485,83
77.71275,71
77.733015,70
77.75328,96
77.773545,103
77.79381,117
77.814075,113
77.83434,139
77.854605,119
77.87487,118
77.895136,113
77.915401,107
77.935666,99
77.955931,101
77.976196,96
77.996461,85
78.016726,91
78.036991,84
78.057256,95
78.077521,103
78.097786,87
78.118052,70
78.138317,69
78.158582,70
78.178847,69
78.199112,59
78.219377,57
78.239642,59
78.259907,58
78.280172,68
78.300437,59
78.320702,52
78.340968,52
78.361233,47
78.381498,64
78.401763,48
78.422028,61
78.442293,50
78.462558,50
78.482823,48
78.503088,46
78.523353,58
78.543618,50
78.563883,48
78.584149,58
78.604414,38
78.624679,49
78.644944,41
78.665209,65
78.685474,66
78.705739,57
78.726004,58
78.746269,63
78.766534,49
78.786799,51
78.807065,70
78.82733,69
78.847595,66
78.86786,78
78.888125,88
78.90839,71
78.928655,83
78.94892,78
78.969185,63
78.98945,56
79.009715,71
79.029981,63
79.050246,68
79.070511,66
79.090776,76
79.111041,66
79.131306,75
79.151571,61
79.171836,45
79.192101,45
79.212366,60
79.232631,43
79.252897,41
79.273162,66
79.293427,42
79.313692,36
79.333957,43
79.354222,38
79.374487,48
79.394752,50
79.415017,55
79.435282,40
79.455547,48
79.475812,46
79.496078,53
79.516343,44
79.536608,42
79.556873,44
79.577138,47
79.597403,47
79.617668,41
79.637933,41
79.658198,42
79.678463,45
79.698728,44
79.718994,53
79.739259,36
79.759524,54
79.779789,43
79.800054,41
79.820319,59
79.840584,32
79.860849,52
79.881114,43
79.901379,38
79.921644,40
79.94191,47
79.962175,41
79.98244,41
80.002705,54
80.02297,50
80.043235,44
80.0635,46
80.083765,51
80.10403,38
80.124295,55
80.14456,58
80.164826,53
80.185091,39
80.205356,49
80.225621,62
80.245886,54
80.266151,74
80.286416,48
80.306681,54
80.326946,60
80.347211,49
80.367476,55
80.387741,52
80.408007,69
80.428272,62
80.448537,55
80.468802,65
80.489067,55
80.509332,76
80.529597,71
80.549862,88
80.570127,88
80.590392,85
80.610657,94
80.630923,123
80.651188,143
80.671453,141
80.691718,162
80.711983,153
80.732248,157
80.752513,188
80.772778,182
80.793043,197
80.813308,186
80.833573,184
80.853839,177
80.874104,156
80.894369,158
80.914634,140
80.934899,131
80.955164,168
80.975429,133
80.995694,138
81.015959,141
81.036224,128
81.056489,122
81.076754,119
81.09702,86
81.117285,86
81.13755,81
81.157815,75
81.17808,87
81.198345,86
81.21861,77
81.238875,66
81.25914,59
81.279405,77
81.29967,59
81.319936,61
81.340201,54
81.360466,68
81.380731,62
81.400996,61
81.421261,52
81.441526,57
81.461791,43
81.482056,46
81.502321,54
81.522586,56
81.542852,57
81.563117,59
81.583382,49
81.603647,54
81.623912,41
81.644177,59
81.664442,57
81.684707,45
81.704972,44
81.725237,50
81.745502,41
81.765768,50
81.786033,55
81.806298,48
81.826563,56
81.846828,49
81.867093,53
81.887358,49
81.907623,49
81.927888,50
81.948153,51
81.968418,39
81.988683,56
82.008949,55
82.029214,38
82.049479,44
82.069744,53
82.090009,41
82.110274,51
82.130539,42
82.150804,49
82.171069,44
82.191334,52
82.211599,58
82.231865,41
82.25213,44
82.272395,47
82.29266,40
82.312925,44
82.33319,47
82.353455,51
82.37372,50
82.393985,47
82.41425,54
82.434515,50
82.454781,52
82.475046,59
82.495311,55
82.515576,57
82.535841,60
82.556106,68
82.576371,72
82.596636,56
82.616901,63
82.637166,61
82.657431,67
82.677697,60
82.697962,67
82.718227,66
82.738492,58
82.758757,74
82.779022,88
82.799287,86
82.819552,88
82.839817,94
82.860082,113
82.880347,111
82.900612,124
82.920878,131
82.941143,140
82.961408,157
82.981673,169
83.001938,192
83.022203,189
83.042468,198
83.062733,216
83.082998,167
83.103263,152
83.123528,164
83.143794,129
83.164059,140
83.184324,130
83.204589,131
83.224854,131
83.245119,155
83.265384,139
83.285649,151
83.305914,114
83.326179,137
83.346444,130
83.36671,105
83.386975,95
83.40724,96
83.427505,86
83.44777,74
83.468035,85
83.4883,68
83.508565,74
83.52883,61
83.549095,76
83.56936,55
83.589625,59
83.609891,52
83.630156,50
83.650421,57
83.670686,59
83.690951,47
83.711216,50
83.731481,52
83.751746,53
83.772011,43
83.792276,46
83.812541,51
83.832807,41
83.853072,55
83.873337,47
83.893602,41
83.913867,54
83.934132,42
83.954397,40
83.974662,41
83.994927,35
84.015192,44
84.035457,42
84.055723,46
84.075988,53
84.096253,32
84.116518,48
84.136783,48
84.157048,37
84.177313,48
84.197578,51
84.217843,40
84.238108,44
84.258373,41
84.278639,43
84.298904,56
84.319169,51
84.339434,45
84.359699,52
84.379964,54
84.400229,42
84.420494,52
84.440759,61
84.461024,50
84.481289,71
84.501554,63
84.52182,73
84.542085,54
84.56235,62
84.582615,72
84.60288,62
84.623145,54
84.64341,57
84.663675,77
84.68394,89
84.704205,65
84.72447,73
84.744736,86
84.765001,86
84.785266,92
84.805531,95
84.825796,123
84.846061,105
84.866326,131
84.886591,125
84.906856,131
84.927121,183
84.947386,209
84.967652,203
84.987917,251
85.008182,268
85.028447,301
85.048712,267
85.068977,254
85.089242,243
85.109507,225
85.129772,214
85.150037,218
85.170302,185
85.190568,185
85.210833,167
85.231098,196
85.251363,184
85.271628,180
85.291893,199
85.312158,167
85.332423,180
85.352688,154
85.372953,151
85.393218,135
85.413483,83
85.433749,98
85.454014,92
85.474279,81
85.494544,86
85.514809,67
85.535074,60
85.555339,76
85.575604,74
85.595869,68
85.616134,59
85.636399,64
85.656665,50
85.67693,54
85.697195,65
85.71746,59
85.737725,41
85.75799,39
85.778255,51
85.79852,46
85.818785,45
85.83905,45
85.859315,41
85.879581,41
85.899846,50
85.920111,41
85.940376,34
85.960641,49
85.980906,35
86.001171,57
86.021436,39
86.041701,48
86.061966,39
86.082231,37
86.102496,41
86.122762,23
86.143027,43
86.163292,39
86.183557,46
86.203822,41
86.224087,40
86.244352,41
86.264617,40
86.284882,34
86.305147,47
86.325412,45
86.345678,41
86.365943,31
86.386208,32
86.406473,40
86.426738,34
86.447003,49
86.467268,33
86.487533,46
86.507798,39
86.528063,33
86.548328,39
86.568594,34
86.588859,34
86.609124,41
86.629389,42
86.649654,35
86.669919,36
86.690184,34
86.710449,35
86.730714,30
86.750979,39
86.771244,34
86.79151,39
86.811775,23
86.83204,44
86.852305,50
86.87257,41
86.892835,38
86.9131,48
86.933365,60
86.95363,38
86.973895,28
86.99416,47
87.014425,58
87.034691,29
87.054956,32
87.075221,33
87.095486,47
87.115751,40
87.136016,41
87.156281,32
87.176546,34
87.196811,44
87.217076,35
87.237341,42
87.257607,35
87.277872,37
87.298137,40
87.318402,33
87.338667,41
87.358932,31
87.379197,37
87.399462,34
87.419727,42
87.439992,50
87.460257,38
87.480523,48
87.500788,40
87.521053,38
87.541318,38
87.561583,37
87.581848,42
87.602113,37
87.622378,37
87.642643,39
87.662908,40
87.683173,32
87.703438,36
87.723704,28
87.743969,48
87.764234,37
87.784499,37
87.804764,39
87.825029,48
87.845294,43
87.865559,40
87.885824,52
87.906089,47
87.926354,33
87.94662,40
87.966885,41
87.98715,38
88.007415,42
88.02768,41
88.047945,29
88.06821,53
88.088475,43
88.10874,56
88.129005,46
88.14927,47
88.169536,49
88.189801,68
88.210066,61
88.230331,48
88.250596,47
88.270861,67
88.291126,64
88.311391,56
88.331656,70
88.351921,70
88.372186,87
88.392452,89
88.412717,80
88.432982,89
88.453247,103
88.473512,121
88.493777,108
88.514042,135
88.534307,146
88.554572,173
88.574837,187
88.595102,215
88.615367,241
88.635633,241
88.655898,301
88.676163,266
88.696428,246
88.716693,214
88.736958,214
88.757223,186
88.777488,164
88.797753,157
88.818018,165
88.838283,142
88.858549,173
88.878814,153
88.899079,164
88.919344,155
88.939609,166
88.959874,156
88.980139,128
89.000404,149
89.020669,116
89.040934,109
89.061199,100
89.081465,73
89.10173,83
89.121995,75
89.14226,67
89.162525,75
89.18279,59
89.203055,61
89.22332,66
89.243585,47
89.26385,58
89.284115,56
89.304381,56
89.324646,38
89.344911,45
89.365176,50
89.385441,29
89.405706,47
89.425971,42
89.446236,48
89.466501,41
89.486766,34
89.507031,40
89.527296,35
89.547562,37
89.567827,50
89.588092,39
89.608357,41
89.628622,41
89.648887,36
89.669152,44
89.689417,37
89.709682,36
89.729947,40
89.750212,41
89.770478,32
89.790743,40
89.811008,33
89.831273,34
89.851538,29
89.871803,37
89.892068,44
89.912333,34
89.932598,41
89.952863,39
89.973128,49
89.993394,30
